source_row;data_hora_brt;id_midia;legenda;impressoes;alcance;curtidas;comentarios;compartilhamentos;salvamentos;visitas_perfil;seguidores_gerados;toques_link_externo;interacoes_calculadas;origem;source_blob_sha;status_validacao
35;2026-01-16T14:51:29-03:00;18549181390007653;"Recebemos o André Santos, que é responsável pela organização do evento, para uma análise técnica dos resultados do #CorreMoporv. O relatório apresentado revela a capacidade de mobilização da nossa comunidade em torno da saúde e do bem-estar.

O apoio da #ACIRV e da #ACIRVmulher não é apenas institucional. É estratégico. Entendemos que iniciativas como essa funcionam como um termômetro da vitalidade de Rio Verde. Os números apresentados pelo André confirmam uma consolidação importante: o público responde quando a proposta une qualidade de vida e organização séria.

Aqui, ninguém cresce isolado. A gente cresce (e corre) em rede. Nós crescemos quando focamos em #ConectarParaCrescer.";2966;2792;48;1;0;0;3;0;;49;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
36;2026-01-12T10:29:02-03:00;18106992367735150;"Antigamente, a expressão “não dou cheque em branco” era lei nos negócios. Significava não colocar seu patrimônio em risco na mão de qualquer um.

Os tempos mudaram, mas o risco não.
Hoje, o Certificado Digital é o novo cheque em branco.

Com ele, é possível assinar contratos, realizar transações bancárias e acessar dados sigilosos da sua empresa. A pergunta continua a mesma: você vai entregar essa chave-mestra para ser feita em qualquer lugar?

Na ACIRV, sua segurança não é um detalhe. É prioridade.
Somos a entidade que representa e defende seus interesses há mais de 40 anos. Aqui, seu patrimônio digital é protegido com o rigor e a confiança que você já conhece.

Seja para emitir um novo Certificado ou para renovar o seu atual, a escolha inteligente é fazer isso em casa, na sua associação. Garanta o suporte de quem realmente faz parte do seu dia a dia.

Não entregue sua identidade digital para estranhos. Fale com nossa equipe e agende seu atendimento presencial ou online. Temos descontos exclusivos para associados.

Agende agora com a Naiara:
📲 (64) 99233-2708 (WhatsApp)
📞 (64) 3620-0199";830;651;10;0;2;0;1;0;;12;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
37;2026-01-06T13:51:22-03:00;18054789212672915;"Associação se faz com pessoas unidas pelo mesmo propósito. 🤝

Hoje, no #DiaDaGratidão, olhamos para a nossa base de associados com muito orgulho.
Obrigado a você, empresário e empresária de Rio Verde, que acredita na força do associativismo e que escolheu caminhar ao nosso lado em mais um ano.

É a sua participação que movimenta o comércio, a indústria e os serviços da nossa cidade.
É a sua confiança que nos dá legitimidade para representar e conquistar melhorias para todos.

Estamos juntos em 2026. E temos muito a realizar. 🚀💙";417;371;16;2;0;0;1;0;;18;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
38;2026-01-05T16:35:20-03:00;18105129202689098;"A gente sabe: a cabeça do empreendedor não para.
É boleto, é equipe, é cliente, é a meta de 2026...

Mas a liderança, muitas vezes, é solitária. E carregar tudo sozinho não é sinal de força, é risco de negócio.

Neste #JaneiroBranco, a ACIRV quer lembrar o óbvio que a gente esquece na rotina: você é o principal motor da sua empresa. Se o motor para, o negócio trava.

Coloque na sua planilha de metas:
✅ Tempo de qualidade fora da empresa.
✅ Momentos de desconexão.
✅ Pedir ajuda quando o peso for excessivo.

Cuidar da mente não é ""gasto de tempo"". É manutenção preventiva do seu maior ativo.

Sinta-se sempre bem vindo para vir na ACIRV tomar um café com a nossa equipe, aqui você será bem recebido. Estamos juntos nessa jornada. 💙";439;409;11;0;3;0;1;0;;14;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
39;2025-12-31T20:36:38-03:00;17917668183093165;"Um novo ciclo começa hoje. ✨
2026 chega com a promessa de novos desafios, mas também de grandes oportunidades para quem empreende em Rio Verde.

Na ACIRV, a tradição de mais de 40 anos se une à energia da inovação e renovação. Que este seja um ano de movimento, de realizações e, acima de tudo, de resultados!

Estamos prontos. E você?
Feliz 2026! 💙🚀 

#Acirv2026 #RioVerde #Empreendedorismo #AnoNovo";225;209;11;0;0;0;3;0;;11;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
40;2025-12-25T07:00:46-03:00;18075381668254358;"O ano termina do jeito que a gente acredita: com pessoas, valores e propósito.

União, parceria, trabalho e confiança seguem sendo a base de tudo o que construímos juntos. É assim que a ACIRV cresce, se fortalece e faz sentido para quem empreende em Rio Verde.

Que o Natal traga pausa, afeto e renovação.
E que o próximo ano venha com mais cooperação, crescimento e desenvolvimento compartilhado.

Feliz Natal!

#ACIRV #ComunidadeQueConstrói #EmpreenderEmRioVerde #Associativismo";152;146;6;0;0;0;0;0;;6;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
41;2025-12-22T17:20:35-03:00;18399623266130855;"Rio Verde é a 2ª maior economia de Goiás

E isso tem nome: setor produtivo

Com um PIB de R$ 22,3 bilhões, segundo dados do IBGE, Rio Verde se consolida como a maior economia do interior do Centro-Oeste.

Esse resultado é fruto da força de quem empreende, investe e gera empregos, somada à atuação do poder público na construção de um ambiente favorável ao desenvolvimento.

A ACIRV parabeniza os empresários e o Poder Executivo, que, juntos, contribuem para o crescimento econômico do município e para conquistas expressivas como esta.

Fonte: IBGE – PIB dos Municípios";455;419;11;0;2;0;3;0;;13;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
42;2025-12-16T19:17:12-03:00;18081311537515326;"ACIRV na 96 FM 🎙️

O vice-presidente da ACIRV, @raphael_valongo, participou do programa da 96 FM, onde apresentou um balanço das principais ações desenvolvidas pela entidade ao longo do último semestre e também trouxe atualizações sobre os números e as projeções da Sudoexpo 2026.

Durante a entrevista, Raphael destacou o trabalho institucional da ACIRV, o fortalecimento do associativismo, a atuação em defesa do setor produtivo e o posicionamento da entidade como voz ativa dos empresários de Rio Verde e região, além de compartilhar dados que reforçam a importância econômica e social da Sudoexpo para o município.

A participação reforça o compromisso da ACIRV com a transparência, a comunicação e o diálogo direto com a sociedade.

#ACIRVe96FM #associe #rioverde #sudoexpo2026";35102;20017;114;0;0;1;0;15;;115;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
43;2025-12-15T16:35:09-03:00;17920432179070572;"Nesta manhã de segunda-feira, o presidente da ACIRV, José Carlos Cintra, acompanhado do vice-presidente Gustavo Lacerda, esteve no Sindicato Rural de Rio Verde para uma reunião de alinhamento entre as entidades.

O encontro reforça o diálogo institucional e a união de esforços em pautas estratégicas para o fortalecimento do setor produtivo e o desenvolvimento de Rio Verde. 

@everaldo_agrocerradao
@srrioverde

#representatividade #acirv #rioverde";4601;4349;90;4;2;0;4;0;;96;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
44;2025-12-12T19:59:12-03:00;18033646022738002;"Evento adiado por segurança

Em razão da previsão de temporal, com possibilidade de chuva forte, o evento foi adiado para garantir a segurança dos participantes e uma melhor experiência para todos. A nova data está confirmada para domingo, 21 de dezembro, às 13h, no Ginásio do Bairro Promissão. A ação é uma iniciativa do Projeto Sorriso em parceria com a ACIRV.

#ACIRVapoia #rioverde #SorrisoVerdadeiro";483;422;4;0;0;0;4;0;;4;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
45;2025-12-11T10:22:55-03:00;17875418940452528;"Agradecemos a presença de todos!
A última reunião ordinária da Diretoria Executiva da ACIRV foi concluída com êxito, reunindo representantes que contribuíram de forma significativa para o fortalecimento das decisões da entidade.

O encontro marcou o encerramento das atividades diretivas do ano e reforçou o compromisso da Associação de Comércios e Indústrias de Rio Verde em manter uma gestão transparente, participativa e alinhada às demandas do setor produtivo.

Ao longo da reunião, cada membro apresentou colaborações relevantes, enriquecendo os debates e auxiliando na construção de estratégias que irão orientar as ações da ACIRV no próximo ciclo. A participação ativa da diretoria reafirma o papel da entidade como ponte entre as necessidades do empresariado e o desenvolvimento sustentável de Rio Verde.

Um agradecimento especial a @adega.salgados pelos deliciosos panetones 😋

@aplausoaudiovisual 
@pedropaullo 
@gustavo.lacerda.hoxter 
@keniasleite 
@rcadria 
@trrpetrorio 
@marceloxvxv 
@domgabrielrv 
@edneyarakaki 
@arturpagnoncelli 
@wenyaalecrim 
@janainemarquez 
@gabrielmoraes.tributario 
@suelyturra 
@raphael_valongo 
@_rodrigo_s_s_ 

#ACIRVreuniao #rioverde #associe";814;789;23;2;4;0;2;0;;29;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
46;2025-12-05T16:56:28-03:00;18074405039209828;"Qual o ROI (Retorno sobre investimento) de um sorriso?

Falamos diariamente sobre margens, KPIs e crescimento. Mas existe um ativo intangível que nenhuma planilha calcula, mas que define o caráter de uma comunidade de negócios: a solidariedade.

Para a ACIRV, o investimento no bem-estar da nossa comunidade é um dos ativos mais valiosos. Convido você, empresário e associado, a transformar o sucesso da sua empresa em impacto social na nossa comunidade. Mobilize sua equipe, crie uma cultura de doação e participe desta corrente.

Como sua empresa pode gerar esse ROI social? 
🧸 Doando brinquedos (novos ou em bom estado) na sede da ACIRV. 
📲 Ou contribuindo via Pix para a compra de presentes: centrocomunitarioafrica@gmail.com
⚠️ Importante: Ao fazer o Pix, envie o comprovante para o WhatsApp da ACIRV (64) 3620-0199 para nosso controle de transparência.

📅 Prazo: Até 12/12. 
📍 Ação Social: 14/12 no Bairro Promissão.

Vamos mostrar a força do empresariado de Rio Verde.";279;243;6;0;0;0;1;0;;6;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
47;2025-12-05T06:00:16-03:00;18093260005907528;"Estamos na reta final! Você tem até o dia 12/12 para transformar sua doação em um sorriso verdadeiro. Sua contribuição fará o Natal de uma criança brilhar mais forte. Não deixe para depois!

🧸 Doe brinquedos (novos ou em bom estado) na sede da ACIRV. 
📲 Ou contribua via Pix para a compra de presentes: centrocomunitarioafrica@gmail.com
⚠️ Importante: Ao fazer o Pix, envie o comprovante para o WhatsApp da ACIRV (64) 3620-0199 para nosso controle de transparência.

📅 Prazo: Até 12/12.
📍 Ação Social: 14/12 no Bairro Promissão.

#acirv #SorrisoVerdadeiro #doesorrisos";330;292;6;0;1;0;2;0;;7;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
48;2025-12-04T14:31:06-03:00;17887582128401909;"Imagine isso: você entra em uma sala e, em vez daquela tensão fria de ""tenho que vender meu peixe"", você sente o cheiro de café fresco e vê sorrisos abertos. ☕✨

Isso é a ACIRV.

Muitos acham que fazer networking é trocar cartões de visita com pressa. Nós acreditamos que é sobre trocar histórias e criar confiança. É aquele momento de ""Sincronia"" onde você percebe: “Ei, essa pessoa tem a solução que eu precisava!”

Aqui na ACIRV, transformamos a burocracia em conexão. Seja no Café entre Amigos, nas rodadas do Conecta ACIRV ou nos corredores da SUDOEXPO, o ambiente é desenhado para que você se sinta em casa enquanto sua empresa cresce.

🚀 Quer fazer parte de um grupo que impulsiona o seu sucesso com leveza?

Toque no link da bio, venha tomar um café com a gente e sinta a diferença na pele. A ACIRV tem história, e queremos você no próximo capítulo dela.

#AAcirvTemHistória #NetworkingDeVerdade #RioVerde #Empreendedorismo #ConexãoReal #ACIRV";336;263;13;0;0;0;2;0;;13;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
